serror_rate,srv_serror_rate,same_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,flag,class
1.0,1.0,0.05,7,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.11,0.12,1.0,255,1.0,0.01,0.0,SF,normal
0.0,0.0,1.0,155,0.57,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.06,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,251,1.0,0.0,0.0,SF,normal
0.5,0.5,1.0,254,1.0,0.33,0.0,S0,normal
0.0,0.0,1.0,2,0.01,0.0,0.0,RSTR,anomaly
0.25,0.25,1.0,255,1.0,0.07,0.01,S1,normal
0.0,0.0,1.0,63,0.25,0.0,0.0,SF,normal
0.0,0.0,1.0,125,0.49,0.0,0.01,SF,normal
1.0,1.0,0.04,13,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.07,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.08,22,0.09,1.0,1.0,S0,anomaly
0.0,0.0,0.0,1,0.0,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.03,2,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.07,17,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.01,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.03,4,0.02,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,103,0.4,0.0,0.0,SF,anomaly
1.0,1.0,1.0,1,0.01,0.91,1.0,SH,anomaly
0.0,0.0,1.0,238,0.95,0.0,0.0,SF,normal
1.0,1.0,0.09,14,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.02,4,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,10,0.56,0.0,0.0,SF,normal
0.0,0.0,1.0,66,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.07,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,12,0.23,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.03,2,0.01,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,0.08,15,0.06,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,59,0.26,0.0,0.0,SF,anomaly
0.0,0.0,0.03,8,0.03,0.0,0.0,REJ,anomaly
1.0,1.0,1.0,255,1.0,0.01,0.0,S1,normal
0.0,0.0,0.04,8,0.03,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.31,64,0.25,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.08,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,0.06,26,0.1,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
1.0,1.0,0.02,2,0.01,1.0,1.0,S0,anomaly
1.0,1.0,0.5,64,0.25,1.0,1.0,S0,anomaly
1.0,1.0,0.02,18,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.13,18,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.09,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.03,9,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,1,0.01,0.0,0.0,RSTR,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.08,0.0,0.0,1,0.0,0.13,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.15,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,1,0.0,0.0,0.0,RSTR,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.09,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,89,0.18,0.0,0.0,SF,normal
0.0,0.0,1.0,78,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,2,0.01,0.0,0.0,RSTR,anomaly
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
1.0,1.0,0.04,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.13,13,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.02,4,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.27,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,0.86,28,0.12,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.02,2,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.23,6,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.05,31,0.12,1.0,1.0,S0,anomaly
0.0,0.0,1.0,247,0.97,0.0,0.0,SF,normal
0.0,0.0,1.0,82,0.88,0.0,0.0,SF,normal
0.0,0.0,1.0,145,0.69,0.0,0.0,SF,normal
1.0,1.0,0.04,8,0.42,0.89,1.0,S0,anomaly
1.0,1.0,0.04,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.1,8,0.03,0.16,0.0,SF,anomaly
1.0,1.0,0.04,9,0.04,1.0,1.0,S0,anomaly
1.0,1.0,0.17,24,0.09,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.17,10,0.04,1.0,1.0,S0,anomaly
1.0,1.0,0.12,13,0.05,1.0,1.0,S0,anomaly
0.0,0.0,0.04,9,0.04,0.0,0.0,REJ,anomaly
1.0,1.0,0.08,13,0.05,1.0,1.0,S0,anomaly
0.0,0.0,0.04,10,0.04,0.0,0.0,REJ,anomaly
0.0,0.0,0.2,5,0.02,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.08,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,204,0.8,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.33,1,0.0,0.0,0.0,SF,normal
0.0,0.0,1.0,5,0.83,0.0,0.0,SF,normal
1.0,1.0,0.23,62,0.24,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,240,0.94,0.0,0.0,SF,normal
0.0,0.0,1.0,1,0.07,0.0,0.0,SF,normal
0.0,0.0,1.0,154,0.74,0.0,0.0,SF,normal
0.0,0.0,1.0,184,0.72,0.0,0.0,SF,normal
0.0,0.0,0.99,240,0.94,0.0,0.0,SF,normal
0.0,0.0,1.0,12,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,106,1.0,0.0,0.0,REJ,normal
1.0,1.0,1.0,1,0.0,1.0,1.0,S0,anomaly
1.0,1.0,0.07,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,0.08,10,0.04,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,5,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,1.0,88,0.52,0.99,0.98,S0,anomaly
0.0,0.0,1.0,113,0.45,0.0,0.0,SF,normal
0.5,0.33,1.0,152,0.58,0.0,0.02,S0,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,233,0.91,0.0,0.0,SF,normal
1.0,1.0,0.09,24,0.09,1.0,1.0,S0,anomaly
0.0,0.0,1.0,223,0.87,0.0,0.0,SF,normal
0.0,0.0,1.0,99,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.27,62,0.24,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.28,59,0.23,1.0,1.0,S0,anomaly
1.0,1.0,0.12,56,0.22,1.0,1.0,S0,anomaly
1.0,1.0,0.03,8,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,4,0.02,0.0,0.0,SF,anomaly
1.0,1.0,0.03,9,0.04,1.0,1.0,S0,anomaly
1.0,1.0,0.13,19,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.08,19,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.1,28,0.11,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,20,0.24,0.02,0.0,SF,normal
0.0,0.0,0.33,1,0.0,0.0,0.0,SF,normal
0.0,0.17,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,253,0.99,0.0,0.0,SF,normal
0.21,0.0,0.0,1,0.0,0.26,0.0,REJ,anomaly
0.0,0.0,1.0,251,0.98,0.0,0.0,SF,normal
0.25,0.25,1.0,255,1.0,0.05,0.0,SF,normal
0.0,0.0,1.0,4,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.06,15,0.06,1.0,1.0,S0,anomaly
0.33,0.33,1.0,255,1.0,0.01,0.01,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.12,12,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.01,0.0,0.01,1,0.0,0.0,0.0,REJ,anomaly
1.0,1.0,0.02,14,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.05,9,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,18,0.45,0.12,0.28,RSTR,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.04,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,89,0.49,0.0,0.01,SF,normal
0.07,0.0,0.01,2,0.01,0.08,0.0,REJ,anomaly
0.0,0.0,1.0,131,0.61,0.0,0.0,SF,normal
1.0,1.0,0.08,9,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,122,1.0,0.0,0.0,SF,normal
0.0,0.0,0.16,18,0.07,0.0,0.0,REJ,anomaly
0.0,0.0,0.01,1,0.0,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,4,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,10,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,65,0.76,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,244,0.97,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,177,1.0,0.0,0.01,SF,normal
0.0,0.0,1.0,230,0.9,0.0,0.0,SF,normal
1.0,1.0,1.0,6,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.08,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,192,0.75,0.0,0.0,SF,normal
1.0,1.0,1.0,1,0.01,0.91,1.0,SH,anomaly
1.0,1.0,0.11,16,0.06,1.0,1.0,S0,anomaly
0.0,0.0,1.0,129,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.06,15,0.06,1.0,1.0,S0,anomaly
1.0,1.0,0.08,22,0.09,1.0,1.0,S0,anomaly
0.0,0.0,1.0,62,0.24,0.75,0.81,SF,normal
1.0,1.0,0.07,16,0.06,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.14,5,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,119,0.7,0.0,0.0,REJ,normal
1.0,1.0,0.0,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.05,7,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.28,59,0.23,1.0,1.0,S0,anomaly
0.0,0.0,1.0,128,0.5,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.06,14,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.1,17,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,2,0.01,0.0,0.0,RSTR,anomaly
1.0,1.0,0.07,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,236,0.93,0.0,0.0,SF,normal
0.0,0.0,1.0,114,0.48,0.01,0.02,SF,normal
1.0,1.0,0.11,9,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,36,0.14,0.0,0.0,SF,anomaly
1.0,1.0,0.19,15,0.06,1.0,1.0,S0,anomaly
1.0,1.0,0.22,63,0.25,1.0,1.0,S0,anomaly
0.51,0.0,0.49,96,0.38,0.09,0.0,SF,anomaly
1.0,1.0,0.06,13,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,REJ,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,253,0.99,0.0,0.0,SF,normal
0.0,0.0,1.0,104,0.96,0.0,0.0,SF,normal
1.0,1.0,1.0,126,1.0,1.0,0.06,S0,normal
0.0,0.0,0.5,11,0.04,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.13,14,0.05,1.0,1.0,S0,anomaly
0.04,0.0,0.0,1,0.0,0.04,0.0,REJ,anomaly
0.0,0.0,0.02,3,0.01,0.0,0.0,REJ,anomaly
1.0,1.0,0.01,5,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.04,10,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,252,0.99,0.0,0.0,SF,normal
1.0,1.0,0.07,2,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.02,13,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,4,0.02,0.0,0.0,SF,anomaly
1.0,1.0,0.12,12,0.12,1.0,1.0,S0,anomaly
0.0,0.0,0.06,9,0.04,0.0,0.0,REJ,anomaly
0.0,0.0,0.99,254,1.0,0.0,0.0,SF,normal
0.5,0.5,1.0,255,1.0,0.05,0.01,S0,normal
0.0,0.0,0.04,11,0.04,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,109,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,243,0.95,0.0,0.0,SF,normal
0.0,0.0,0.5,224,0.95,0.0,0.0,SF,normal
0.0,0.0,0.04,7,0.03,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,37,0.15,0.56,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,9,0.07,0.07,0.33,SF,normal
0.08,0.0,0.0,1,0.0,0.06,0.0,REJ,anomaly
0.0,0.0,0.06,13,0.05,0.0,0.0,RSTO,anomaly
1.0,1.0,0.02,9,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,173,0.98,0.0,0.0,SF,normal
1.0,1.0,0.06,8,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,194,0.76,0.0,0.0,SF,anomaly
0.0,0.0,0.18,7,0.03,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.02,5,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.15,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,121,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.02,8,0.03,1.0,1.0,S0,anomaly
0.0,0.0,0.04,8,0.03,0.0,0.0,RSTO,anomaly
1.0,1.0,0.01,6,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.2,23,0.09,1.0,1.0,S0,anomaly
1.0,1.0,0.05,7,0.03,1.0,1.0,S0,anomaly
1.0,1.0,0.02,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,0.1,12,0.06,0.0,0.0,REJ,anomaly
1.0,1.0,0.05,1,0.0,1.0,1.0,S0,anomaly
1.0,1.0,0.11,13,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,70,0.6,0.0,0.0,SF,normal
1.0,1.0,0.04,10,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.04,9,0.04,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.09,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,158,1.0,0.0,0.0,SF,anomaly
0.0,0.0,0.02,6,0.02,0.0,0.0,REJ,anomaly
1.0,1.0,0.36,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,7,1.0,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,3,0.02,0.01,0.0,SF,normal
1.0,1.0,0.05,5,0.02,1.0,1.0,S0,anomaly
0.0,0.0,0.03,1,0.0,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,216,0.85,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.01,0.0,SF,normal
0.0,0.0,1.0,38,0.26,0.02,0.08,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.2,24,0.09,0.0,0.0,SF,normal
0.0,0.0,1.0,157,0.61,0.0,0.0,SF,normal
0.0,0.0,1.0,59,0.61,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,85,0.35,0.0,0.01,SF,normal
0.0,0.0,0.0,1,0.0,0.0,0.0,REJ,anomaly
1.0,1.0,0.01,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,7,0.07,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,0.67,1.0,45,0.51,0.02,0.02,S2,normal
1.0,1.0,0.05,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,0.01,3,0.01,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,142,0.56,0.01,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,0.03,2,0.01,0.0,0.0,REJ,anomaly
1.0,1.0,0.08,14,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.05,7,0.03,1.0,1.0,S0,anomaly
0.0,0.0,0.06,18,0.07,0.0,0.0,REJ,anomaly
1.0,1.0,0.06,12,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,102,0.4,0.18,0.0,SF,normal
0.19,0.0,0.0,1,0.0,0.21,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,1,0.01,0.0,0.0,SF,normal
1.0,1.0,0.04,14,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,1,0.01,0.0,0.0,RSTR,anomaly
0.0,0.0,0.02,5,0.02,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,149,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,113,0.44,0.0,0.0,SF,anomaly
1.0,1.0,0.03,7,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,122,0.52,0.01,0.01,SF,normal
1.0,1.0,0.04,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,12,0.57,0.0,0.0,SF,normal
0.0,0.0,1.0,67,1.0,0.0,0.0,SF,anomaly
0.17,0.17,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.08,20,0.08,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.01,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,1,0.0,0.0,0.0,RSTR,anomaly
1.0,1.0,0.07,14,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.02,5,0.02,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,138,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.01,6,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,15,0.29,0.02,0.07,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.07,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,0.14,13,0.05,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,3,0.75,0.0,0.0,SF,normal
0.0,0.0,1.0,213,0.84,0.0,0.0,SF,anomaly
0.0,0.0,0.2,18,0.07,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,239,0.94,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.14,17,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.14,2,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,121,1.0,0.0,0.0,REJ,normal
0.0,0.0,1.0,108,0.73,0.0,0.0,SF,normal
0.21,0.0,0.0,1,0.0,0.16,0.0,REJ,anomaly
1.0,1.0,0.03,8,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,231,1.0,0.0,0.0,SF,normal
1.0,1.0,0.07,19,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.06,16,0.06,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.08,20,0.08,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.02,16,0.06,1.0,1.0,S0,anomaly
0.0,0.0,1.0,251,0.98,0.0,0.0,SF,normal
0.0,0.0,1.0,251,0.98,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,202,0.99,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,98,0.63,0.0,0.0,SF,normal
0.0,0.0,1.0,138,0.56,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,1,0.0,0.0,0.0,RSTR,anomaly
0.0,0.0,1.0,14,1.0,0.0,0.0,REJ,normal
1.0,1.0,0.03,8,0.03,1.0,1.0,S0,anomaly
1.0,1.0,0.14,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,33,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.03,4,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.1,12,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,80,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,2,0.01,0.0,0.0,RSTR,anomaly
0.0,0.0,1.0,111,0.44,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,58,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,159,0.9,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.02,2,0.01,0.0,0.0,REJ,anomaly
1.0,1.0,1.0,11,1.0,0.82,0.82,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.01,3,0.01,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,38,1.0,0.0,0.03,SF,anomaly
0.0,0.0,1.0,220,1.0,0.0,0.0,REJ,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.06,17,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.07,17,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.11,3,0.01,1.0,1.0,S0,anomaly
1.0,1.0,0.01,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,67,0.35,0.0,0.0,SF,normal
0.0,0.0,0.19,13,0.05,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,250,1.0,0.0,0.0,SF,normal
0.0,0.0,0.25,21,0.08,0.0,0.0,SF,normal
1.0,1.0,0.02,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,0.1,27,0.11,0.0,0.0,REJ,anomaly
1.0,1.0,0.14,5,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,104,0.47,0.0,0.0,SF,normal
